id	type	name	version	description
b2674	CDS	nrdI		dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI
b2675	CDS	nrdE	1.17.4.1	ribonucleoside-diphosphate reductase 2 subunit alpha
b2676	CDS	nrdF	1.17.4.1	ribonucleoside-diphosphate reductase 2 subunit beta
b2677	CDS	proV	7.6.2.9	glycine betaine ABC transporter ATP binding subunit ProV
b2678	CDS	proW	7.6.2.9	glycine betaine ABC transporter membrane subunit ProW
b2679	CDS	proX	7.6.2.9	glycine betaine ABC transporter periplasmic binding protein ProX
b2682	CDS	ygaZ		L-valine exporter, YgaZ component
b2683	CDS	ygaH		L-valine exporter, YgaH component
b2684	CDS	mprA		DNA-binding transcriptional repressor MprA
b2685	CDS	emrA		multidrug efflux pump membrane fusion protein EmrA
b2686	CDS	emrB		multidrug efflux pump membrane subunit EmrB
b2687	CDS	luxS	4.4.1.21	S-ribosylhomocysteine lyase
b2688	CDS	gshA	6.3.2.2	glutamate--cysteine ligase
b2689	CDS	yqaA		DedA family protein YqaA
b2690	CDS	yqaB		fructose-1-phosphate phosphatase YqaB
b2691	tRNA	argQ		tRNA-Arg
b2692	tRNA	argZ		tRNA-Arg
b2693	tRNA	argY		tRNA-Arg
b2694	tRNA	argV		tRNA-Arg
b2695	tRNA	serV		tRNA-Ser
b2696	CDS	csrA		carbon storage regulator
b2697	CDS	alaS	6.1.1.7	alanine--tRNA ligase/DNA-binding transcriptional repressor
b2698	CDS	recX		RecA inhibitor RecX
b2699	CDS	recA		DNA recombination/repair protein RecA
b2700	CDS	pncC	3.5.1.42	NMN aminohydrolase
b2701	CDS	mltB		membrane-bound lytic murein transglycosylase B
b2702	CDS	srlA	2.7.1.197	sorbitol-specific PTS enzyme IIC2 component
b2703	CDS	srlE	2.7.1.197	sorbitol-specific PTS enzyme IIBC1 component
b2704	CDS	srlB	2.7.1.197	sorbitol-specific PTS enzyme IIA component
b2705	CDS	srlD	1.1.1.140	sorbitol-6-phosphate 2-dehydrogenase
b2706	CDS	gutM		DNA-binding transcriptional activator GutM
b2707	CDS	srlR		DNA-binding transcriptional repressor SrlR
b2708	CDS	gutQ	5.3.1.13	D-arabinose 5-phosphate isomerase GutQ
b2709	CDS	norR		DNA-binding transcriptional dual regulator NorR
b2710	CDS	norV		anaerobic nitric oxide reductase flavorubredoxin
b2711	CDS	norW		NADH:flavorubredoxin reductase
b2712	CDS	hypF		carbamoyl--[HypE] ligase
b2713	CDS	hydN		putative electron transport protein HydN
b2714	CDS	ascG		DNA-binding transcriptional repressor AscG
b2715	CDS	ascF	2.7.1.199	beta-glucoside specific PTS enzyme IIBC component
b2716	CDS	ascB	3.2.1.86	6-phospho-beta-glucosidase AscB
b2717	CDS	hycI	3.4.23.51	hydrogenase 3 maturation protease
b2718	CDS	hycH		formate hydrogenlyase assembly protein
b2719	CDS	hycG		formate hydrogenlyase subunit HycG
b2720	CDS	hycF		formate hydrogenlyase subunit HycF
b2721	CDS	hycE		formate hydrogenlyase subunit HycE
b2722	CDS	hycD		formate hydrogenlyase subunit HycD
b2723	CDS	hycC		formate hydrogenlyase subunit HycC
b2724	CDS	hycB		formate hydrogenlyase subunit HycB
b2725	CDS	hycA		regulator of the transcriptional regulator FhlA
b2726	CDS	hypA		hydrogenase 3 nickel incorporation protein HypA
b2727	CDS	hypB		hydrogenase isoenzymes nickel incorporation protein HypB
b2728	CDS	hypC		hydrogenase 3 maturation protein HypC
b2729	CDS	hypD		Fe-(CN)2CO cofactor assembly scaffold protein HypD
b2730	CDS	hypE		hydrogenase maturation protein, carbamoyl dehydratase
b2731	CDS	fhlA		DNA-binding transcriptional activator FhlA
b2732	CDS	ygbA		protein YgbA
b2733	CDS	mutS		DNA mismatch repair protein MutS
b2734	CDS	pphB	3.1.3.16	phosphoprotein phosphatase 2
b2735	CDS	ygbI		putative DeoR-type DNA-binding transcriptional regulator YgbI
b2736	CDS	ygbJ		putative L-threonate dehydrogenase
b2737	CDS	ygbK		putative 3-oxo-tetronate kinase YgbK
b2738	CDS	ygbL		putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL
b2739	CDS	ygbM		putative 2-oxo-tetronate isomerase YgbM
b2740	CDS	ygbN		putative transporter YgbN
b2741	CDS	rpoS		RNA polymerase, sigma S (sigma 38) factor
b2742	CDS	nlpD		murein hydrolase activator NlpD
b2743	CDS	pcm	2.1.1.77	L-isoaspartate protein carboxylmethyltransferase type II
b2744	CDS	umpG	3.1.3.5	broad specificity 5'(3')-nucleotidase and polyphosphatase
b2745	CDS	truD	5.4.99.27	tRNA pseudouridine(13) synthase
b2746	CDS	ispF	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
b2747	CDS	ispD	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
b2748	CDS	ftsB		cell division protein FtsB
b2749	CDS	ygbE		DUF3561 domain-containing inner membrane protein YgbE
b2750	CDS	cysC	2.7.1.25	adenylyl-sulfate kinase
b2751	CDS	cysN	2.7.7.4	sulfate adenylyltransferase subunit 1
b2752	CDS	cysD	2.7.7.4	sulfate adenylyltransferase subunit 2
b2753	CDS	iap		alkaline phosphatase isozyme conversion protein
b2754	CDS	cas2		CRISPR-associated endoribonuclease Cas2
b2755	CDS	cas1		multifunctional nuclease Cas1
b2756	CDS	casE		pre-CRISPR RNA endonuclease
b2757	CDS	casD		type I-E CRISPR system Cascade subunit CasD
b2758	CDS	casC		type I-E CRISPR system Cascade subunit CasC
b2759	CDS	casB		type I-E CRISPR system Cascade subunit CasB
b2760	CDS	casA		type I-E CRISPR system Cascade subunit CasA
b2761	CDS	cas3		CRISPR-associated endonuclease/helicase Cas3
b2762	CDS	cysH	1.8.4.8	phosphoadenosine phosphosulfate reductase
b2763	CDS	cysI	1.8.1.2	sulfite reductase, hemoprotein subunit
b2764	CDS	cysJ	1.5.1.30	sulfite reductase, flavoprotein subunit
b2765	CDS	queD	4.1.2.50	6-carboxy-5,6,7,8-tetrahydropterin synthase
b2766	CDS	ygcN		putative oxidoreductase with FAD/NAD(P)-binding domain
b2767	CDS	ygcO		putative 4Fe-4S cluster-containing protein
b2768	CDS	ygcP		putative anti-terminator regulatory protein
b2769	CDS	ygcQ		putative flavoprotein
b2770	CDS	ygcR		putative flavoprotein
b2771	CDS	ygcS		putative transporter YgcS
b4463	CDS	ygcU		putative FAD-containing dehydrogenase
b2774	CDS	ygcW		putative deoxygluconate dehydrogenase
b2775	CDS	yqcE		putative transport protein YqcE
b2776	CDS	ygcE		putative sugar kinase YgcE
b2777	CDS	queE	4.3.99.3	putative 7-carboxy-7-deazaguanine synthase QueE
b4682	CDS	yqcG		cell envelope stress response protein YqcG
b2778	CDS	ygcG		protein YgcG
b2779	CDS	eno	4.2.1.11	enolase
b2780	CDS	pyrG	6.3.4.2	CTP synthetase
b2781	CDS	mazG	3.6.1.9	nucleoside triphosphate pyrophosphohydrolase
b2782	CDS	mazF		endoribonuclease toxin MazF
b2783	CDS	mazE		antitoxin of the MazF-MazE toxin-antitoxin system MazE
b2784	CDS	relA	2.7.6.5	GDP/GTP pyrophosphokinase
b2785	CDS	rlmD	2.1.1.190	23S rRNA m(5)U1939 methyltransferase
b2786	CDS	barA	2.7.13.3	sensor histidine kinase BarA
b2787	CDS	gudD	4.2.1.40	D-glucarate dehydratase
b2788	CDS	gudX		glucarate dehydratase-related protein
b2789	CDS	gudP		galactarate/D-glucarate transporter GudP
b2790	CDS	yqcA		putative flavodoxin YqcA
b2791	CDS	truC	5.4.99.26	tRNA pseudouridine(65) synthase
b2792	CDS	yqcC		DUF446 domain-containing protein YqcC
b2793	CDS	syd		SecY-interacting protein
b2794	CDS	queF	1.7.1.13	7-cyano-7-deazaguanine reductase
b2795	CDS	ppnN	3.2.2.10	nucleotide 5'-monophosphate nucleosidase
b2796	CDS	sdaC		L-serine:H(+) symporter SdaC
b2797	CDS	sdaB	4.3.1.17	L-serine deaminase II
b2798	CDS	ygdG		flap endonuclease
b2799	CDS	fucO	1.1.1.77	L-1,2-propanediol oxidoreductase
b2800	CDS	fucA	4.1.2.17	L-fuculose-phosphate aldolase
b2801	CDS	fucP		L-fucose:H(+) symporter
b2802	CDS	fucI	5.3.1.25	L-fucose isomerase
b2803	CDS	fucK	2.7.1.51	L-fuculokinase
b2804	CDS	fucU	5.1.3.29	L-fucose mutarotase
b2805	CDS	fucR		DNA-binding transcriptional activator FucR
b2806	CDS	rlmM	2.1.1.186	23S rRNA 2'-O-ribose C2498 methyltransferase
b2807	CDS	ygdD		DUF423 domain-containing inner membrane protein YgdD
b2808	CDS	gcvA		DNA-binding transcriptional dual regulator GcvA
b2809	CDS	ygdI		DUF903 domain-containing lipoprotein YgdI
b2810	CDS	csdA		cysteine sulfinate desulfinase
b2811	CDS	csdE		sulfur acceptor protein CsdE
b2812	CDS	tcdA		tRNA threonylcarbamoyladenosine dehydratase
b2813	CDS	mltA		membrane-bound lytic murein transglycosylase A
b2814	tRNA	metZ		tRNA-Met
b2815	tRNA	metW		tRNA-Met
b2816	tRNA	metV		tRNA-Met
b2817	CDS	amiC	3.5.1.28	N-acetylmuramoyl-L-alanine amidase C
b2818	CDS	argA	2.3.1.1	N-acetylglutamate synthase
b2819	CDS	recD	3.1.11.5	exodeoxyribonuclease V subunit RecD
b2820	CDS	recB	3.1.11.5	exodeoxyribonuclease V subunit RecB
b2821	CDS	ptrA	3.4.24.55	protease 3
b2822	CDS	recC	3.1.11.5	exodeoxyribonuclease V subunit RecC
b2823	CDS	ppdC		prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC
b2824	CDS	ygdB		DUF2509 domain-containing protein YgdB
b2825	CDS	ppdB		prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB
b2826	CDS	ppdA		prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA
b2827	CDS	thyA	2.1.1.45	thymidylate synthase
b2828	CDS	lgt	2.5.1.145	phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
b2829	CDS	ptsP		phosphoenolpyruvate-protein phosphotransferase PtsP
b2830	CDS	rppH		RNA pyrophosphohydrolase
b4610	CDS	ygdT		YgdT
b2831	CDS	mutH		DNA mismatch repair protein MutH
b2832	CDS	ygdQ		UPF0053 inner membrane protein YgdQ
b2833	CDS	ygdR		DUF903 domain-containing lipoprotein YgdR
b2834	CDS	tas		putative NADP(H)-dependent aldo-keto reductase Tas
b2835	CDS	lplT		lysophospholipid transporter
b2836	CDS	aas	2.3.1.40	fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase
b2837	CDS	galR		DNA-binding transcriptional dual regulator GalR
b2838	CDS	lysA	4.1.1.20	diaminopimelate decarboxylase
b2839	CDS	lysR		DNA-binding transcriptional dual regulator LysR
b2840	CDS	ygeA		amino acid racemase YgeA
b2841	CDS	araE		arabinose:H(+) symporter
b2842	CDS	kduD	1.1.1.127	putative 2-keto-3-deoxy-D-gluconate dehydrogenase
b2843	CDS	kduI	5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase
b2844	CDS	yqeF		putative acyltransferase
b2845	CDS	yqeG		putative transporter YqeG
b2846	CDS	yqeH		putative LuxR family transcriptional regulator YqeH
b2847	CDS	yqeI		putative transcriptional regulator YqeI
b2848	CDS	yqeJ		protein YqeJ
b4683	CDS	yqeL		uncharacterized protein YqeL
b2849	CDS	yqeK		protein YqeK
b2851	CDS	ygeG		TPR repeat-containing putative chaperone YgeG
b2852	CDS	ygeH		putative transcriptional regulator YgeH
b2853	CDS	ygeI		protein YgeI
b2860	CDS	insD4		IS2 insertion element protein InsB
b2861	CDS	insC4		IS2 insertion element repressor InsA
b2863	CDS	ygeQ		putative lipoprotein YgeQ
b2864	tRNA	glyU		tRNA-Gly
b2865	CDS	ygeR		LysM domain-containing putative peptidase lipoprotein YgeR
b2866	CDS	xdhA	1.17.1.4	putative xanthine dehydrogenase molybdenum-binding subunit XdhA
b2867	CDS	xdhB	1.17.1.4	putative xanthine dehydrogenase FAD-binding subunit XdhB
b2868	CDS	xdhC	1.17.1.4	putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC
b2869	CDS	ygeV		putative sigma(54)-dependent transcriptional regulator YgeV
b2870	CDS	ygeW		putative carbamoyltransferase YgeW
b2871	CDS	ygeX	4.3.1.15	2,3-diaminopropionate ammonia-lyase
b2872	CDS	ygeY		putative peptidase YgeY
b2873	CDS	hyuA		phenylhydantoinase
b2874	CDS	yqeA		putative amino acid kinase YqeA
b2875	CDS	yqeB		XdhC-CoxI family protein YqeB
b2876	CDS	yqeC		uncharacterized protein YqeC
b2877	CDS	mocA	2.7.7.76	molybdenum cofactor cytidylyltransferase
b2878	CDS	ygfK		putative oxidoreductase, Fe-S subunit
b2879	CDS	ssnA		putative aminohydrolase SsnA
b2880	CDS	ygfM		putative oxidoreductase
b2881	CDS	xdhD		fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit
b2882	CDS	xanQ		xanthine:H(+) symporter XanQ
b2883	CDS	guaD	3.5.4.3	guanine deaminase
b4464	CDS	ghxQ		guanine/hypoxanthine transporter GhxQ
b2886	CDS	ygfS		putative electron transport protein YgfS
b2887	CDS	ygfT		putative oxidoreductase YgfT
b2888	CDS	uacT		urate:H(+) symporter
b4684	CDS	yqfG		uncharacterized protein YqfG
b4753	CDS	yqfH		protein YqfH
b2889	CDS	idi	5.3.3.2	isopentenyl-diphosphate Delta-isomerase
b2890	CDS	lysS	6.1.1.6	lysine--tRNA ligase, constitutive
b2891	CDS	prfB		peptide chain release factor RF2
b2892	CDS	recJ	3.1.11.6	ssDNA-specific exonuclease RecJ
b2893	CDS	dsbC	5.3.4.1	protein disulfide isomerase DsbC
b2894	CDS	xerD		site-specific recombinase
b2895	CDS	fldB		flavodoxin 2
b2896	CDS	ygfX		protein YgfX
b2897	CDS	sdhE		FAD assembly factor
b2898	CDS	ygfZ		folate-binding protein
b2899	CDS	yqfA		hemolysin-III family protein YqfA
b2900	CDS	yqfB	3.5.1.135	N(4)-acetylcytidine amidohydrolase
b2901	CDS	bglA		6-phospho-beta-glucosidase A
b2902	CDS	ygfF		putative oxidoreductase YgfF
b2903	CDS	gcvP	1.4.4.2	glycine decarboxylase
b2904	CDS	gcvH		glycine cleavage system H protein
b2905	CDS	gcvT	2.1.2.10	aminomethyltransferase
b4754	CDS	yqfI		protein YqfI
b2906	CDS	ubiI	1.14.13.240	2-octaprenylphenol 6-hydroxylase
b2907	CDS	ubiH		2-octaprenyl-6-methoxyphenol 4-hydroxylase
b2908	CDS	pepP		Xaa-Pro aminopeptidase
b2909	CDS	ygfB		UPF0149 family protein YgfB
b2910	CDS	zapA		cell division protein ZapA
b2912	CDS	fau	6.3.3.2	putative 5-formyltetrahydrofolate cyclo-ligase
b4665	CDS	ibsC		toxic peptide IbsC
b2913	CDS	serA	1.1.1.399	phosphoglycerate dehydrogenase
b2914	CDS	rpiA	5.3.1.6	ribose-5-phosphate isomerase A
b2916	CDS	argP		DNA-binding transcriptional dual regulator ArgP
b2917	CDS	scpA	5.4.99.2	methylmalonyl-CoA mutase
b2918	CDS	argK		methylmalonyl-CoA mutase-interacting GTPase YgfD
b2919	CDS	scpB		methylmalonyl-CoA decarboxylase
b2920	CDS	scpC		propionyl-CoA:succinate CoA transferase
b2921	CDS	ygfI		putative LysR-type DNA-binding transcriptional regulator YgfI
b2922	CDS	yggE		DUF541 domain-containing protein YggE
b2923	CDS	argO		L-arginine exporter
b2924	CDS	mscS		small conductance mechanosensitive channel MscS
b2925	CDS	fbaA	4.1.2.13	fructose-bisphosphate aldolase class II
b2926	CDS	pgk	2.7.2.3	phosphoglycerate kinase
b2927	CDS	epd	1.2.1.72	D-erythrose-4-phosphate dehydrogenase
b2928	CDS	yggC		P-loop NTPase domain-containing protein YggC
b2929	CDS	fumE	4.2.1.2	fumarase E
b2930	CDS	yggF	3.1.3.11	fructose 1,6-bisphosphatase YggF
b4465	CDS	yggP		putative zinc-binding dehydrogenase YggP
b2933	CDS	cmtA	2.7.1.197	mannitol-specific PTS enzyme IICB component CmtA
b2934	CDS	cmtB	2.7.1.197	mannitol-specific PTS enzyme IIA component CmtB
b2935	CDS	tktA	2.2.1.1	transketolase 1
b2936	CDS	loiP		metalloprotease LoiP
b2937	CDS	speB	3.5.3.11	agmatinase
b2938	CDS	speA	4.1.1.19	arginine decarboxylase, biosynthetic
b2939	CDS	yqgB		acid stress response protein YqgB
b4784	CDS	yqgG		protein YqgG
b2940	CDS	yqgC		protein YqgC
b2941	CDS	yqgD		DUF2684 domain-containing protein YqgD
b2942	CDS	metK	2.5.1.6	methionine adenosyltransferase
b2943	CDS	galP		galactose:H(+) symporter
b2944	CDS	yggI		protein YggI
b2945	CDS	endA	3.1.21.1	DNA-specific endonuclease I
b2946	CDS	rsmE	2.1.1.193	16S rRNA m(3)U1498 methyltransferase
b2947	CDS	gshB	6.3.2.3	glutathione synthetase
b2948	CDS	yqgE		DUF179 domain-containing protein YqgE
b2949	CDS	yqgF	3.1.11.1	ribonuclease H-like domain containing nuclease
b2950	CDS	yggR		Type II/IV secretion system family protein
b2951	CDS	yggS		PLP homeostasis protein
b2952	CDS	yggT		uncharacterized protein YggT
b2953	CDS	yggU		DUF167 domain-containing protein YggU
b2954	CDS	rdgB	3.6.1.66	dITP/XTP pyrophosphatase
b2955	CDS	hemW		heme chaperone HemW
b2956	CDS	yggM		DUF1202 domain-containing protein YggM
b2957	CDS	ansB	3.5.1.1	L-asparaginase 2
b2958	CDS	yggN		DUF2884 domain-containing protein YggN
b2959	CDS	yggL		protein YggL
b2960	CDS	trmB	2.1.1.33	tRNA m(7)G46 methyltransferase
b2961	CDS	mutY	3.2.2.31	adenine DNA glycosylase
b2962	CDS	yggX		putative Fe(2(+))-trafficking protein
b2963	CDS	mltC		membrane-bound lytic murein transglycosylase C
b2964	CDS	nupG		nucleoside:H(+) symporter NupG
b2965	CDS	speC	4.1.1.17	constitutive ornithine decarboxylase
b4785	CDS	yqgH		protein YqgH
b2966	CDS	yqgA		DUF554 domain-containing protein YqgA
b2967	tRNA	pheV		tRNA-Phe
b2968	CDS	yghD		putative type II secretion system M-type protein YghD
b2969	CDS	yghE		putative type II secretion system L-type protein YghE
b4786	CDS	yqhJ		protein YqhJ
b2970	CDS	yghF		putative type II secretion system C-type protein YghF
b2971	CDS	yghG		lipoprotein YghG
b2972	CDS	pppA		prepilin peptidase
b4466	CDS	yghJ		putative lipoprotein YghJ
b2975	CDS	glcA		glycolate/lactate:H(+) symporter GlcA
b2976	CDS	glcB	2.3.3.9	malate synthase G
b2977	CDS	glcG		putative heme-binding protein GlcG
b4467	CDS	glcF	1.1.99.14	glycolate dehydrogenase, putative iron-sulfur subunit
b4468	CDS	glcE	1.1.99.14	glycolate dehydrogenase, putative FAD-binding subunit
b2979	CDS	glcD	1.1.99.14	glycolate dehydrogenase, putative FAD-linked subunit
b2980	CDS	glcC		DNA-binding transcriptional dual regulator GlcC
b2981	CDS	yghO		putative DNA-binding transcriptional regulator YghO
b2982	CDS	insH9		IS5 transposase and trans-activator
b2983	CDS	yghQ		putative transport protein YghQ
b2984	CDS	yghR		putative ATP-binding protein YghR
b2985	CDS	yghS		putative ATP-binding protein YghS
b2986	CDS	yghT		putative ATP-binding protein YghT
b2987	CDS	pitB		metal phosphate:H(+) symporter PitB
b2988	CDS	gss	3.5.1.78	fused glutathionylspermidine amidase/glutathionylspermidine synthetase
b2989	CDS	yghU		disulfide reductase/organic hydroperoxide reductase
b2990	CDS	hybG		hydrogenase maturation factor HybG
b2991	CDS	hybF		hydrogenase maturation protein HybF
b2992	CDS	hybE		hydrogenase 2-specific chaperone
b2993	CDS	hybD		hydrogenase 2 maturation protease
b2994	CDS	hybC	1.12.5.1	hydrogenase 2 large subunit
b2995	CDS	hybB	1.12.5.1	hydrogenase 2 membrane subunit
b2996	CDS	hybA	1.12.5.1	hydrogenase 2 iron-sulfur protein
b2997	CDS	hybO	1.12.5.1	hydrogenase 2 small subunit
b2998	CDS	yghW		DUF2623 domain-containing protein YghW
b4755	CDS	yqhI		protein YqhI
b3001	CDS	gpr		L-glyceraldehyde 3-phosphate reductase
b3002	CDS	yqhA		uncharacterized protein YqhA
b3003	CDS	yghA		NADP(+)-dependent aldehyde reductase
b3005	CDS	exbD		Ton complex subunit ExbD
b3006	CDS	exbB		Ton complex subunit ExbB
b3008	CDS	metC	4.4.1.1	cystathionine beta-lyase/L-cysteine desulfhydrase/alanine racemase
b3009	CDS	yghB		DedA family protein YghB
b3010	CDS	yqhC		DNA-binding transcriptional activator YqhC
b3011	CDS	yqhD	1.1.1.2	NADPH-dependent aldehyde reductase YqhD
b3012	CDS	dkgA	1.1.1.346	methylglyoxal reductase DkgA
b3013	CDS	yqhG		DUF3828 domain-containing protein YqhG
b3014	CDS	yqhH		lipoprotein YqhH
b4469	CDS	ygiQ		radical SAM superfamily protein YgiQ
b3017	CDS	ftsP		cell division protein required during stress conditions
b3018	CDS	plsC	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase PlsC
b3019	CDS	parC		DNA topoisomerase IV subunit A
b3020	CDS	ygiS		putative deoxycholate binding periplasmic protein
b3021	CDS	mqsA		antitoxin of the MqsRA toxin-antitoxin system/DNA-binding transcriptional repressor MqsA
b3022	CDS	mqsR		mRNA interferase toxin MqsR
b3023	CDS	ygiV		DNA-binding transcriptional repressor YgiV
b3024	CDS	ygiW		BOF family protein YgiW
b3025	CDS	qseB		DNA-binding transcriptional activator QseB
b3026	CDS	qseC	2.7.13.3	sensor histidine kinase QseC
b3027	CDS	ygiZ		DUF2645 domain-containing inner membrane protein YgiZ
b3028	CDS	mdaB	1.6.5.10	NADPH:quinone oxidoreductase MdaB
b3029	CDS	ygiN		putative quinol monooxygenase YgiN
b3030	CDS	parE		DNA topoisomerase IV subunit B
b3031	CDS	yqiA		esterase YqiA
b3032	CDS	cpdA	3.1.4.53	cAMP phosphodiesterase
b3033	CDS	yqiB		DUF1249 domain-containing protein YqiB
b3034	CDS	nudF	3.6.1.21	ADP-sugar pyrophosphatase
b3035	CDS	tolC		outer membrane channel TolC
b3037	CDS	ygiB		DUF1190 domain-containing protein YgiB
b3038	CDS	ygiC		putative acid--amine ligase YgiC
b3039	CDS	ygiD	1.13.11.29	4,5-DOPA dioxygenase extradiol
b3040	CDS	zupT		heavy metal divalent cation transporter ZupT
b4756	CDS	yqiD		protein YqiD
b3041	CDS	ribB	4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase
b3042	CDS	ubiK		ubiquinone biosynthesis accessory factor UbiK
b3043	CDS	ygiL		putative fimbrial protein YgiL
b3046	CDS	yqiG		putative outer membrane usher protein YqiG
b3044	CDS	insC5		IS2 insertion element repressor InsA
b3045	CDS	insD5		IS2 insertion element protein InsB
b3047	CDS	yqiH		putative fimbrial chaperone YqiH
b3048	CDS	yqiI		putative fimbrial protein YqiI
b3049	CDS	glgS		surface composition regulator
b3050	CDS	yqiJ		DUF1449 domain-containing inner membrane protein YqiJ
b3051	CDS	yqiK		flotillin family inner membrane protein YqiK
b4664	CDS	ibsD		putative toxic peptide IbsD
b4666	CDS	ibsE		toxic peptide IbsE
b3052	CDS	hldE	2.7.1.167	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
b3053	CDS	glnE	2.7.7.42	fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
b3054	CDS	ygiF	3.6.1.25	inorganic triphosphatase
b3055	CDS	ygiM		putative signal transduction protein (SH3 domain)
b3056	CDS	cca	2.7.7.72	fused CCA tRNA nucleotidyltransferase/phosphohydrolase
b3057	CDS	bacA	3.6.1.27	undecaprenyl pyrophosphate phosphatase
b3058	CDS	folB	4.1.2.25	dihydroneopterin aldolase
