CRTL1	CTRL2	CTRL3	T1	T2	T3	COUNT	TYPE	GENE	VERSION	DESCRIPTION
263	113	96	823	593	593	PaeAG1_03414	CDS			hypothetical protein
2162	1229	809	2534	2336	2133	PaeAG1_03415	CDS	glgP		glycogen phosphorylase
555	264	279	1436	1367	1027	PaeAG1_03416	CDS			hypothetical protein
570	228	377	569	697	628	PaeAG1_03417	CDS			hypothetical protein
630	343	200	1196	953	777	PaeAG1_03418	CDS			short-chain dehydrogenase
75	35	16	175	172	148	PaeAG1_03419	CDS	pncC_2	3.5.1.42	Nicotinamide-nucleotide amidohydrolase PncC
26	20	13	96	63	68	PaeAG1_03420	CDS			metallothionein
31	17	14	107	129	69	PaeAG1_03421	CDS			hypothetical protein
152	81	33	187	146	184	PaeAG1_03422	CDS		6.5.1.1	multifunctional non-homologous end joining protein LigD
329	179	81	287	228	311	PaeAG1_03423	CDS			hypothetical protein
86	32	39	83	62	87	PaeAG1_03424	CDS			hypothetical protein
300	120	130	465	313	318	PaeAG1_03425	CDS			hypothetical protein
75	39	31	99	79	67	PaeAG1_03426	CDS			hypothetical protein
201	148	58	327	352	251	PaeAG1_03427	CDS			transporter
531	267	197	2496	2055	1318	PaeAG1_03428	CDS			hypothetical protein
203	87	72	103	83	91	PaeAG1_03429	CDS			sensor protein
157	86	38	49	46	45	PaeAG1_03430	CDS	cupA5		chaperone CupA5
510	238	146	195	165	171	PaeAG1_03431	CDS	cupA4		fimbrial subunit CupA4
1121	601	297	470	407	381	PaeAG1_03432	CDS	cupA3		usher CupA3
968	420	213	224	194	192	PaeAG1_03433	CDS	cupA2		chaperone CupA2
11444	3913	3812	3452	2961	2468	PaeAG1_03434	CDS	cupA1		fimbrial subunit CupA1
7503	3978	2784	4246	3880	3520	PaeAG1_03435	CDS			hypothetical protein
2074	1189	602	1212	1145	800	PaeAG1_03436	CDS	ybdM		putative protein YbdM
813	440	214	295	332	230	PaeAG1_03437	CDS			aldehyde dehydrogenase
349	201	78	187	185	216	PaeAG1_03438	CDS			dehydrogenase
1228	711	440	529	501	530	PaeAG1_03439	CDS			transcriptional regulator
288	149	131	208	198	190	PaeAG1_03440	CDS			hypothetical protein
523	257	116	229	226	228	PaeAG1_03441	CDS			transcriptional regulator
154	79	23	51	41	54	PaeAG1_03442	CDS			hypothetical protein
321	183	155	475	502	336	PaeAG1_03443	CDS			hypothetical protein
1777	942	725	1800	1601	2046	PaeAG1_03444	CDS			hypothetical protein
1220	688	527	1700	1423	1557	PaeAG1_03445	CDS	ada		O6-methylguanine-DNA methyltransferase
2586	1631	943	7734	5608	6337	PaeAG1_03446	CDS			hypothetical protein
4782	3175	1545	8442	8779	9362	PaeAG1_03447	CDS		4.2.1.-	Putative hydro-lyase
804	420	300	393	352	718	PaeAG1_03448	CDS			transcriptional regulator
8092	4082	4212	13525	12733	18941	PaeAG1_03449	CDS			major facilitator superfamily transporter
2128	1133	684	5826	4746	6929	PaeAG1_03450	CDS	opdO		pyroglutatmate porin OpdO
1424	762	379	4405	3859	4835	PaeAG1_03451	CDS			hypothetical protein
12851	11326	2667	22645	20832	24473	PaeAG1_03452	CDS	kipI_2		Kinase A inhibitor
1611	1038	468	6139	5353	5824	PaeAG1_03453	CDS	ybgK_1		putative protein YbgK
467	250	163	1355	1040	1313	PaeAG1_03454	CDS			hypothetical protein
642	362	149	1049	885	866	PaeAG1_03455	CDS			thiamine pyrophosphate protein
243	125	52	286	260	300	PaeAG1_03456	CDS			hypothetical protein
1622	879	864	986	930	1028	PaeAG1_03457	CDS	alaS_1	6.1.1.7	alanine--tRNA ligase
1977	993	1123	860	776	1144	PaeAG1_03458	CDS			acetyltransferase
1276	695	800	987	817	1141	PaeAG1_03459	CDS			cysteine synthase
1901	954	1091	1039	1050	1198	PaeAG1_03460	CDS			molybdopterin biosynthesis protein MoeB
363	175	245	277	263	310	PaeAG1_03461	CDS			hypothetical protein
529	249	350	434	298	505	PaeAG1_03462	CDS	yedA_1		putative inner membrane transporter YedA
1057	659	539	1568	1255	1295	PaeAG1_03463	CDS			transcriptional regulator
175	99	71	124	116	137	PaeAG1_03464	CDS			short-chain dehydrogenase
106	59	33	69	95	83	PaeAG1_03465	CDS			esterase
166	104	40	105	106	133	PaeAG1_03466	CDS			flavin-binding monooxygenase
281	174	87	207	212	244	PaeAG1_03467	CDS			transcriptional regulator
142	77	37	89	82	77	PaeAG1_03468	CDS			hypothetical protein
122	104	52	129	99	112	PaeAG1_03469	CDS			transmembrane sensor
142	81	85	99	102	129	PaeAG1_03470	CDS			RNA polymerase sigma factor
149	86	27	156	180	127	PaeAG1_03471	CDS			major facilitator superfamily transporter
52	28	13	32	32	43	PaeAG1_03472	CDS			major facilitator superfamily transporter
53	41	14	38	37	57	PaeAG1_03473	CDS	msuD_5		methanesulfonate monooxygenase
1021	623	440	877	786	786	PaeAG1_03474	CDS	pirA_1		outer membrane receptor FepA
110	85	36	90	78	72	PaeAG1_03475	CDS	tam_2	2.1.1.144	Trans-aconitate 2-methyltransferase
45	22	15	37	27	35	PaeAG1_03476	CDS			hypothetical protein
62	43	21	39	42	46	PaeAG1_03477	CDS			epoxide hydrolase
46	21	28	41	24	42	PaeAG1_03478	CDS			ring-hydroxylating dioxygenase small subunit
112	86	29	76	55	101	PaeAG1_03479	CDS			asparagine synthetase
789	414	376	444	393	517	PaeAG1_03480	CDS			ring-hydroxylating dioxygenase subunit
1135	678	602	513	461	541	PaeAG1_03481	CDS			transcriptional regulator
2399	1312	707	667	854	986	PaeAG1_03482	CDS	kynB		kynurenine formamidase KynB
3463	1900	763	780	965	1043	PaeAG1_03483	CDS	kynU		kynureninase KynU
1207	649	392	446	497	598	PaeAG1_03484	CDS			amino acid permease
297	174	83	181	176	163	PaeAG1_03485	CDS			hypothetical protein
487	246	168	286	281	321	PaeAG1_03486	CDS			hypothetical protein
321	196	88	107	103	156	PaeAG1_03487	CDS			transcriptional regulator
890	293	347	1185	775	838	PaeAG1_03488	CDS			hypothetical protein
2247	1120	757	689	658	766	PaeAG1_03489	CDS			hypothetical protein
2420	1367	1033	2222	2263	2648	PaeAG1_03490	CDS			hypothetical protein
5281	2660	1561	3480	3502	4058	PaeAG1_03491	CDS	fusA2		elongation factor G
781	416	180	713	645	654	PaeAG1_03492	CDS	btuB_2		Vitamin B12 transporter BtuB
197	130	72	201	192	224	PaeAG1_03493	CDS			carbamoyl transferase
355	208	110	217	247	228	PaeAG1_03494	CDS			major facilitator superfamily transporter
196	112	59	124	123	114	PaeAG1_03495	CDS			hydrolase
386	241	151	255	227	231	PaeAG1_03496	CDS			hypothetical protein
294	173	99	205	200	229	PaeAG1_03497	CDS	pcoA_2		copper resistance protein A
190	102	49	91	72	93	PaeAG1_03498	CDS	pcoB		copper resistance protein B
678	469	249	222	190	442	PaeAG1_03499	CDS			hypothetical protein
334	191	66	282	248	329	PaeAG1_03500	CDS			pyridoxal-phosphate dependent protein
177	114	63	201	188	167	PaeAG1_03501	CDS			ABC transporter ATP-binding protein
9	11	6	6	8	12	PaeAG1_03502	CDS			ABC transporter permease
32	21	13	28	22	22	PaeAG1_03503	CDS			ABC transporter permease
186	85	79	154	163	175	PaeAG1_03504	CDS			ABC transporter permease
159	89	52	139	127	140	PaeAG1_03505	CDS			ABC transporter
410	204	158	267	256	305	PaeAG1_03506	CDS	btuB_3		Vitamin B12 transporter BtuB
305	172	68	130	126	193	PaeAG1_03507	CDS			transcriptional regulator
184	122	59	113	116	150	PaeAG1_03508	CDS			major facilitator superfamily transporter
489	321	140	593	452	487	PaeAG1_03509	CDS	cynR		DNA-binding transcriptional regulator CynR
136	63	34	63	66	84	PaeAG1_03510	CDS	cynT		carbonic anhydrase
450	225	196	396	303	260	PaeAG1_03511	CDS	cynS	4.2.1.104	cyanate hydratase
179	79	25	73	82	117	PaeAG1_03512	CDS			transmembrane sensor
80	47	28	84	61	94	PaeAG1_03513	CDS			RNA polymerase sigma factor
1800	1178	666	473	479	570	PaeAG1_03514	CDS			hypothetical protein
229	142	92	156	121	120	PaeAG1_03515	CDS			hypothetical protein
750	389	225	353	382	277	PaeAG1_03516	CDS			transcriptional regulator
661	349	176	495	405	576	PaeAG1_03517	CDS			hypothetical protein
595	277	418	173	190	244	PaeAG1_03518	CDS			membrane protein insertion efficiency factor
3508	1859	1129	983	943	1335	PaeAG1_03519	CDS			hypothetical protein
1224	844	377	301	281	329	PaeAG1_03520	CDS			hypothetical protein
7186	4502	2025	860	788	1757	PaeAG1_03521	CDS			serine/threonine transporter SstT
1202	667	563	936	742	825	PaeAG1_03522	CDS			amino acid permease
7473.97	4393.05	2723.23	3097.99	3255.8	3416.13	PaeAG1_03523	CDS	spuI_2		glutamine synthetase
559	335	223	79	99	204	PaeAG1_03524	CDS			hypothetical protein
602	397	327	169	174	269	PaeAG1_03525	CDS			hypothetical protein
2022	1143	637	783	739	717	PaeAG1_03526	CDS			thiamine pyrophosphate protein
173	90	54	179	167	136	PaeAG1_03527	CDS	cmoA	2.1.1.-	tRNA (cmo5U34)-methyltransferase
285	159	81	322	259	296	PaeAG1_03528	CDS			hypothetical protein
1340	835	420	1007	869	1333	PaeAG1_03529	CDS			transcriptional regulator
183	103	73	194	169	162	PaeAG1_03530	CDS			hypothetical protein
398	225	157	504	410	383	PaeAG1_03531	CDS			hypothetical protein
4912	2494	2848	2331	1990	3427	PaeAG1_03532	CDS			hypothetical protein
353	186	117	117	104	160	PaeAG1_03533	CDS			hypothetical protein
395	194	228	214	158	236	PaeAG1_03534	CDS			transcriptional regulator
171	124	85	80	76	92	PaeAG1_03535	CDS			hypothetical protein
1318	728	504	306	336	346	PaeAG1_03536	CDS			hypothetical protein
20983	12411	5806	9923	9189	7705	PaeAG1_03537	CDS	gor	1.8.1.7	glutathione reductase
2536	1144	1000	2878	2334	2303	PaeAG1_03538	CDS			ring-cleaving dioxygenase
9146	5116	4250	3997	3869	7301	PaeAG1_03539	CDS	galU		UTP-glucose-1-phosphate uridylyltransferase
881	566	428	583	545	564	PaeAG1_03540	CDS			UDP-glucose 6-dehydrogenase
625	230	158	1103	737	1115	PaeAG1_03541	CDS			hypothetical protein
4568	2344	1836	6592	4157	5991	PaeAG1_03542	CDS			transcriptional regulator
4412	2682	1236	1190	1068	2490	PaeAG1_03543	CDS			multidrug efflux lipoprotein
12811	7221	3652	5106	3973	7126	PaeAG1_03544	CDS			multidrug efflux protein
397	250	132	188	136	222	PaeAG1_03545	CDS			hypothetical protein
2189	1348	891	1385	1211	1300	PaeAG1_03546	CDS	yjiK_3		putative protein YjiK
29137	12953	16383	12055	9575	13661	PaeAG1_03547	CDS	liuR		liu genes regulator
51123	23712	16505	29092	28976	31652	PaeAG1_03548	CDS	liuA		isovaleryl-CoA dehydrogenase
12667	7211	3120	9381	10084	10114	PaeAG1_03549	CDS	liuB		methylcrotonyl-CoA carboxylase subunit beta
4875	2369	1006	2784	3124	3519	PaeAG1_03550	CDS	liuC		gamma-carboxygeranoyl-CoA hydratase
12165	6495	2400	9942	10259	9569	PaeAG1_03551	CDS	liuD		methylcrotonyl-CoA carboxylase subunit alpha
6338	3626	1546	9286	8347	7748	PaeAG1_03552	CDS	liuE	4.1.3.4	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy- methylglutaryl-CoA lyase
2262	1426	993	1799	1845	1865	PaeAG1_03553	CDS			transcriptional regulator
5455	2994	2414	5676	5275	6767	PaeAG1_03554	CDS	hmgA	1.13.11.5	homogentisate 1,2-dioxygenase
4568	2538	1146	3392	3082	4836	PaeAG1_03555	CDS	fahA		fumarylacetoacetase
4417	2079	1458	4561	4047	6953	PaeAG1_03556	CDS	maiA_2		maleylacetoacetate isomerase
673	321	303	791	574	1236	PaeAG1_03557	CDS			major facilitator superfamily transporter
791	498	285	480	369	730	PaeAG1_03558	CDS			transcriptional regulator
1597	889	717	1746	1294	1927	PaeAG1_03559	CDS			hypothetical protein
4198	2363	1516	8742	7078	6339	PaeAG1_03560	CDS	bdhA	1.1.1.30	3-hydroxybutyrate dehydrogenase
1078	559	317	1661	1575	1705	PaeAG1_03561	CDS	atoE		Putative short-chain fatty acid transporter
5150	2780	1055	15180	13204	14058	PaeAG1_03562	CDS	atoB	2.3.1.9	acetyl-CoA acetyltransferase
1217	765	340	6938	8319	7807	PaeAG1_03563	CDS	dhcB		dehydrocarnitine CoA transferase subunit B
2207	1279	885	10883	14058	15834	PaeAG1_03564	CDS	dhcA		dehydrocarnitine CoA transferase subunit A
1646	923	644	932	826	964	PaeAG1_03565	CDS	dhcR		transcriptional regulator DhcR
4015	2006	1216	3234	2967	3232	PaeAG1_03566	CDS		6.2.1.16	acetoacetyl-CoA synthetase
398	219	170	304	308	351	PaeAG1_03567	CDS	ppiC1		peptidyl-prolyl cis-trans isomerase C1
584	346	267	505	533	488	PaeAG1_03568	CDS			hypothetical protein
888	481	299	607	678	658	PaeAG1_03569	CDS			hypothetical protein
738	421	294	311	323	320	PaeAG1_03570	CDS	yhhS		putative MFS-type transporter YhhS
903	498	287	1116	973	1094	PaeAG1_03571	CDS	ercS		sensor histidine kinase
1781	905	714	1075	1175	1328	PaeAG1_03572	CDS			iron-containing alcohol dehydrogenase
1213	775	268	1105	1168	1172	PaeAG1_03573	CDS	pqqH		peptidase
1544	816	473	1169	1212	1386	PaeAG1_03574	CDS	pqqE		coenzyme PQQ synthesis protein E
267	135	142	199	207	237	PaeAG1_03575	CDS	pqqD		coenzyme PQQ synthesis protein D
1040	532	283	590	743	759	PaeAG1_03576	CDS	pqqC		pyrroloquinoline-quinone synthase
1325	694	229	378	512	562	PaeAG1_03577	CDS	pqqB		coenzyme PQQ synthesis protein B
7254	2209	4675	9454	8315	10362	PaeAG1_03578	CDS	pqqA		Coenzyme PQQ synthesis protein A
274.857	187.298	47.7591	166.608	148.162	167.469	PaeAG1_03579	CDS	exaC_2		NAD+ dependent aldehyde dehydrogenase ExaC
85	51	28	53	43	55	PaeAG1_03580	CDS	exaB		cytochrome C550
374	177	109	290	194	312	PaeAG1_03581	CDS	exaA		quinoprotein ethanol dehydrogenase
75	47	20	41	63	57	PaeAG1_03582	CDS	pipB2		Secreted effector protein PipB2
103	68	31	86	88	100	PaeAG1_03583	CDS	eraR		response regulator EraR
118	57	20	106	102	86	PaeAG1_03584	CDS	eraS		sensor kinase EraS
64	39	35	42	53	51	PaeAG1_03585	CDS			hypothetical protein
312	174	108	161	164	233	PaeAG1_03586	CDS			glycerol metabolism activator
173	86	44	108	115	125	PaeAG1_03587	CDS			hypothetical protein
711	365	147	450	417	476	PaeAG1_03588	CDS	ercS'		sensor histidine kinase
260	144	88	163	150	199	PaeAG1_03589	CDS			hypothetical protein
331	181	86	194	152	189	PaeAG1_03590	CDS			hypothetical protein
1330	825	304	816	841	1111	PaeAG1_03591	CDS	pqqF		coenzyme PQQ synthesis protein F
899	545	217	449	335	373	PaeAG1_03592	CDS	eptA_2	2.7.-.-	Phosphoethanolamine transferase EptA
1532	869	391	612	592	539	PaeAG1_03593	CDS	braZ		branched-chain amino acid transport system 3 carrier protein
550	339	202	326	270	289	PaeAG1_03594	CDS			hypothetical protein
1569	1103	919	1626	1644	1757	PaeAG1_03595	CDS			hypothetical protein
727	403	334	588	545	524	PaeAG1_03596	CDS			hypothetical protein
1287	708	444	453	502	491	PaeAG1_03597	CDS			hypothetical protein
569	323	169	257	247	285	PaeAG1_03598	CDS	hpcD_2	5.3.3.10	5-carboxymethyl-2-hydroxymuconate Delta-isomerase
843	523	402	484	473	630	PaeAG1_03599	CDS			hypothetical protein
1843	1049	811	1140	1049	1717	PaeAG1_03600	CDS			hypothetical protein
851	488	259	692	657	946	PaeAG1_03601	CDS			hypothetical protein
1261	727	279	852	823	1347	PaeAG1_03602	CDS			hypothetical protein
3220	1930	997	2051	1924	3281	PaeAG1_03603	CDS	rrrD_1	3.2.1.17	Lysozyme RrrD
16594	5691	3831	2405	1744	6584	PaeAG1_03604	CDS			hypothetical protein
28632	14910	11150	20249	17330	35749	PaeAG1_03605	CDS			hypothetical protein
19647	11397	6110	17194	15491	24372	PaeAG1_03606	CDS			hypothetical protein
816	536	334	747	737	1144	PaeAG1_03607	CDS			hypothetical protein
2093	1290	858	2294	2115	2893	PaeAG1_03608	CDS			hypothetical protein
4182	2536	1942	4580	4158	6066	PaeAG1_03609	CDS			hypothetical protein
14168	8262	4259	11605	10390	16844	PaeAG1_03610	CDS			hypothetical protein
14624	7632	3445	11890	11284	17262	PaeAG1_03611	CDS			hypothetical protein
28725	15484	7156	20752	19618	32576	PaeAG1_03612	CDS			hypothetical protein
9542	4720	2480	6865	6510	10398	PaeAG1_03613	CDS			hypothetical protein
9881	5219	3132	9018	8326	12814	PaeAG1_03614	CDS			hypothetical protein
11415	6049	3224	10296	9339	14692	PaeAG1_03615	CDS			hypothetical protein
7875	4104	2308	7482	6852	11422	PaeAG1_03616	CDS			hypothetical protein
66687	34384	18623	54118	47292	85675	PaeAG1_03617	CDS			hypothetical protein
28107	14444	8744	22359	19096	35330	PaeAG1_03618	CDS			hypothetical protein
53785	29188	15600	42076	37728	62998	PaeAG1_03619	CDS			hypothetical protein
24169	13915	6507.49	19508	18172	28616	PaeAG1_03620	CDS			hypothetical protein
39387	23308	10353.5	35744	32701	50205	PaeAG1_03621	CDS			hypothetical protein
4357	2676	1529	3451	3409	5349	PaeAG1_03622	CDS			hypothetical protein
50445	28353	15566	42276	36906	63292	PaeAG1_03623	CDS			hypothetical protein
16026	9423	4670	13021	11926	20395	PaeAG1_03624	CDS			hypothetical protein
8490	5390	3316	7690	7196	11635	PaeAG1_03625	CDS			hypothetical protein
5695	3718	2019	4718	4619	7869	PaeAG1_03626	CDS			hypothetical protein
4962	3301	2097	5243	5200	8301	PaeAG1_03627	CDS			hypothetical protein
1211	834	717	1427	1495	2263	PaeAG1_03628	tRNA			tRNA-Thr
1436	759	288	844	693	1375	PaeAG1_03629	tRNA			tRNA-Asn
2448	1492	923	2393	2153	3659	PaeAG1_03630	tRNA			tRNA-Gly
4507	3026	2505	4219	4688	7810	PaeAG1_03631	CDS			hypothetical protein
2255	1369	1278	3889	3620	4964	PaeAG1_03632	CDS			hypothetical protein
747	510	473	1152	1005	1407	PaeAG1_03633	CDS			hypothetical protein
2024	1184	764	2019	1814	2860	PaeAG1_03634	CDS			hypothetical protein
958	602	462	1084	989	1608	PaeAG1_03635	CDS			hypothetical protein
672	417	344	797	754	1081	PaeAG1_03636	CDS			hypothetical protein
3544	2093	1189	3963	3440	5178	PaeAG1_03637	CDS			hypothetical protein
2557	1328	1391	1922	1769	2775	PaeAG1_03638	CDS	ptrB_2		repressor PtrB
3286	1846	1215	2892	2750	4467	PaeAG1_03639	CDS			hypothetical protein
353	226	176	447	450	708	PaeAG1_03640	CDS			hypothetical protein
8693	5150	2789	8705	7706	12244	PaeAG1_03641	CDS			hypothetical protein
3858	2365	2089	3773	3411	5920	PaeAG1_03642	CDS			hypothetical protein
2718	1711	1506	3350	3034	5099	PaeAG1_03643	CDS			hypothetical protein
2310	1481	1511	3415	2873	5360	PaeAG1_03644	CDS			hypothetical protein
6542	5003	3319	9932	8330	12859	PaeAG1_03645	CDS			hypothetical protein
5508	4336	3843	13781	11533	16968	PaeAG1_03646	CDS			hypothetical protein
19322	9054	14171	6337	5900	9705	PaeAG1_03647	CDS			hypothetical protein
84530	43890	20684	50006	41157	80466	PaeAG1_03648	CDS			hypothetical protein
11890	6591	4281	8623	7104	13729	PaeAG1_03649	CDS			hypothetical protein
8971	5371	3591	7248	5913	10961	PaeAG1_03650	CDS			hypothetical protein
2695	1523	1355	2320	1948	3500	PaeAG1_03651	CDS			hypothetical protein
5365	3212	2123	4378	3807	6779	PaeAG1_03652	CDS			hypothetical protein
2240	1302	1233	1843	1573	3036	PaeAG1_03653	CDS			hypothetical protein
9499	5075	4175	6545	5293	11382	PaeAG1_03654	CDS			hypothetical protein
3168	1804	1394	2090	1979	3782	PaeAG1_03655	CDS			hypothetical protein
236	143	165	220	183	348	PaeAG1_03656	CDS			hypothetical protein
3004	1604	1222	1803	1586	3051	PaeAG1_03657	CDS			hypothetical protein
1298	789	482	1019	842	1472	PaeAG1_03658	CDS			hypothetical protein
17395	9598	4884	13209	10801	20751	PaeAG1_03659	CDS			hypothetical protein
10798	6001	3898	9561	7584	14276	PaeAG1_03660	CDS			hypothetical protein
5672	3115	1938	4224	3582	6690	PaeAG1_03661	CDS			hypothetical protein
5637.45	3109.69	2519.8	6139.41	4752.11	9235.53	PaeAG1_03662	CDS	ssb_2		single-stranded DNA-binding protein
2706	1453	1308	1955	1599	3358	PaeAG1_03663	CDS			hypothetical protein
475	243	255	374	348	626	PaeAG1_03664	CDS			hypothetical protein
573	331	304	526	478	859	PaeAG1_03665	CDS			hypothetical protein
4905	2860	1820	3653	3275	6170	PaeAG1_03666	CDS			hypothetical protein
634	391	285	571	455	889	PaeAG1_03667	CDS			hypothetical protein
2706	1585	1020	2326	1871	3758	PaeAG1_03668	CDS			hypothetical protein
1785	1022	806	1457	1275	2410	PaeAG1_03669	CDS			hypothetical protein
531	309	186	360	302	669	PaeAG1_03670	CDS			hypothetical protein
870	505	401	750	668	1217	PaeAG1_03671	CDS			hypothetical protein
2063	1082	887	1702	1431	2724	PaeAG1_03672	CDS			hypothetical protein
2579	1414	1701	1710	1475	2668	PaeAG1_03673	CDS			hypothetical protein
6048	2975	3111	3549	3079	5081	PaeAG1_03674	CDS			hypothetical protein
9179	5321	4306	5602	5121	9046	PaeAG1_03675	CDS	intQ_2		Putative defective protein IntQ
11156	6580	3768	2507	2252	3270	PaeAG1_03676	CDS			ABC-F family ATPase
1189	574	778	744	815	968	PaeAG1_03677	CDS			hypothetical protein
262	136	65	149	129	224	PaeAG1_03678	CDS	azoR2		FMN-dependent NADH-azoreductase
638	426	129	332	377	455	PaeAG1_03679	CDS			transcriptional regulator
407	264	127	256	254	313	PaeAG1_03680	CDS			hypothetical protein
1278	768	428	320	297	559	PaeAG1_03681	CDS	bacA	3.6.1.27	undecaprenyl-diphosphatase
792	458	342	313	361	468	PaeAG1_03682	CDS			transporter
411	258	171	154	175	285	PaeAG1_03683	CDS			hypothetical protein
168	103	32	124	114	118	PaeAG1_03684	CDS			hypothetical protein
112	62	26	104	91	98	PaeAG1_03685	CDS			hypothetical protein
391	242	131	304	213	347	PaeAG1_03686	CDS			hypothetical protein
302	178	111	188	159	246	PaeAG1_03687	CDS			hypothetical protein
155	102	36	106	142	132	PaeAG1_03688	CDS			hypothetical protein
2243	1019	842	1622	1748	1842	PaeAG1_03689	CDS			hypothetical protein
2439	1479	676	3361	3414	3023	PaeAG1_03690	CDS	rbsK		ribokinase
2229	1303	484	2697	2644	2420	PaeAG1_03691	CDS	rbsR		ribose operon repressor RbsR
853	494	250	1028	1094	864	PaeAG1_03692	CDS	rbsC		ribose ABC transporter permease
