ID	TYPE	NAME	???	DESCRIPTION
PA3535	CDS			serine protease
PA3536	CDS			hypothetical protein
PA3537	CDS	argF	2.1.3.3	ornithine carbamoyltransferase
PA3538	CDS			ABC transporter ATP-binding protein
PA3539	CDS			hypothetical protein
PA3540	CDS	algD		GDP-mannose 6-dehydrogenase AlgD
PA3541	CDS	alg8		glycosyltransferase alg8
PA3542	CDS	alg44		alginate biosynthesis protein Alg44
PA3543	CDS	algK		alginate biosynthesis protein AlgK
PA3544	CDS	algE		alginate production protein AlgE
PA3545	CDS	algG		alginate-c5-mannuronan-epimerase AlgG
PA3546	CDS	algX		alginate biosynthesis protein AlgX
PA3547	CDS	algL	4.2.2.3	alginate lyase
PA3548	CDS	algI		alginate o-acetylase AlgI
PA3549	CDS	algJ		alginate o-acetylase AlgJ
PA3550	CDS	algF		alginate o-acetyltransferase AlgF
PA3551	CDS	algA		bifunctional mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
PA3552	CDS	arnB		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
PA3553	CDS	arnC		undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PA3554	CDS	arnA		bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase
PA3555	CDS	arnD		4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase ArnD
PA3556	CDS	arnT		4-amino-4-deoxy-L-arabinose lipid A transferase
PA3557	CDS	arnE		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
PA3558	CDS	arnF		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
PA3559	CDS			nucleotide sugar dehydrogenase
PA3560	CDS	fruA		PTS system fructose-specific transporter subunit IIBC
PA3561	CDS	fruK		1-phosphofructokinase
PA3562	CDS	fruI		PTS system fructose-specific transporter subunit FruI
PA3563	CDS	fruR		FruR family transcriptional regulator
PA3564	CDS			hypothetical protein
PA3565	CDS			transcriptional regulator
PA3566	CDS			hypothetical protein
PA3567	CDS			oxidoreductase
PA3568	CDS			propionyl-CoA synthetase
PA3569	CDS	mmsB		3-hydroxyisobutyrate dehydrogenase
PA3570	CDS	mmsA		methylmalonate-semialdehyde dehydrogenase
PA3571	CDS	mmsR		transcriptional regulator MmsR
PA3572	CDS			hypothetical protein
PA3573	CDS			major facilitator superfamily transporter
PA3574	CDS	nalD		transcriptional regulator
PA3574a	CDS			copper chaperone CopZ
PA3575	CDS			hypothetical protein
PA3576	CDS			hypothetical protein
PA3577	CDS			hypothetical protein
PA3578	CDS			hypothetical protein
PA3579	CDS		2.7.1.30	glycerol kinase
PA3580	CDS			hypothetical protein
PA3581	CDS	glpF		glycerol uptake facilitator protein
PA3582	CDS	glpK	2.7.1.30	glycerol kinase
PA3583	CDS	glpR		glycerol-3-phosphate regulon repressor
PA3584	CDS	glpD	1.1.5.3	glycerol-3-phosphate dehydrogenase
PA3585	CDS	glpM		membrane protein GlpM
PA3586	CDS			hydrolase
PA3587	CDS	metR		transcriptional regulator MetR
PA3588	CDS			porin
PA3589	CDS		2.3.1.9	acetyl-CoA acetyltransferase
PA3590	CDS		1.1.1.157	3-hydroxyacyl-CoA dehydrogenase
PA3591	CDS		4.2.1.17	enoyl-CoA hydratase
PA3592	CDS			hypothetical protein
PA3593	CDS			acyl-CoA dehydrogenase
PA3594	CDS			transcriptional regulator
PA3595	CDS			major facilitator superfamily transporter
PA3596	CDS			methylated-DNA--protein-cysteine methyltransferase
PA3597	CDS			amino acid permease
PA3598	CDS			hypothetical protein
PA3599	CDS			transcriptional regulator
PA3600	CDS			50S ribosomal protein L36
PA3601	CDS			50S ribosomal protein L31 type B
PA3602	CDS			hypothetical protein
PA3603	CDS	dgkA		diacylglycerol kinase
PA3604	CDS	erdR		response regulator ErdR
PA3605	CDS			hypothetical protein
PA3606	CDS			hypothetical protein
PA3607	CDS	potA		polyamine transporter ATP-binding protein PotA
PA3608	CDS	potB		polyamine ABC transporter permease PotB
PA3609	CDS	potC		polyamine ABC transporter permease PotC
PA3610	CDS	potD		polyamine ABC transporter substrate-binding protein PotD
PA3611	CDS			hypothetical protein
PA3612	CDS			hypothetical protein
PA3613	CDS			hypothetical protein
PA3614	CDS			hypothetical protein
PA3615	CDS			hypothetical protein
PA3616	CDS			recombination regulator RecX
PA3617	CDS	recA		recombinase A
PA3618	CDS			hypothetical protein
PA3619	CDS			hypothetical protein
PA3620	CDS	mutS		DNA mismatch repair protein MutS
PA3621	CDS	fdxA		ferredoxin I
PA3622	CDS	rpoS		RNA polymerase sigma factor RpoS
PA3623	CDS			hypothetical protein
PA3624	CDS	pcm	2.1.1.77	protein-L-isoaspartate O-methyltransferase
PA3625	CDS	surE	3.1.3.5	5'-nucleotidase SurE
PA3626	CDS		5.4.99.-	tRNA pseudouridine synthase D
PA3627	CDS	ygbB	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
PA3628	CDS			esterase
PA3629	CDS	adhC		alcohol dehydrogenase
PA3630	CDS	gfnR		glutathione-dependent formaldehyde neutralization regulator GfnR
PA3631	CDS			hypothetical protein
PA3632	CDS			hypothetical protein
PA3633	CDS	ygbP	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PA3634	CDS			cell division protein FtsB
PA3635	CDS	eno	4.2.1.11	enolase
PA3636	CDS	kdsA	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase
PA3637	CDS	pyrG	6.3.4.2	CTP synthetase
PA3638	CDS			tRNA(Ile)-lysidine synthase
PA3639	CDS	accA	6.4.1.2	acetyl-CoA carboxylase carboxyltransferase subunit alpha
PA3640	CDS	dnaE	2.7.7.7	DNA polymerase III subunit alpha
PA3641	CDS			amino acid permease
PA3642	CDS	rnhB	3.1.26.4	ribonuclease HII
PA3643	CDS	lpxB	2.4.1.182	lipid-A-disaccharide synthase
PA3644	CDS	lpxA	2.3.1.129	acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase
PA3645	CDS	fabZ	4.2.1.-	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
PA3646	CDS	lpxD	2.3.1.-	UDP-3-O-acylglucosamine N-acyltransferase
PA3647	CDS			hypothetical protein
PA3648	CDS	opr86		outer membrane protein Opr86
PA3649	CDS			zinc metalloprotease
PA3650	CDS	dxr		1-deoxy-D-xylulose 5-phosphate reductoisomerase
PA3651	CDS	cdsA		phosphatidate cytidylyltransferase
PA3652	CDS	uppS		ditrans,polycis-undecaprenyl-diphosphate synthase
PA3653	CDS	frr		ribosome recycling factor
PA3654	CDS	pyrH	2.7.4.22	uridylate kinase
PA3655	CDS	tsf		elongation factor Ts
PA3656	CDS	rpsB		30S ribosomal protein S2
PA3657	CDS	map	3.4.11.18	methionine aminopeptidase
PA3658	CDS	glnD	2.7.7.59	bifunctional uridylyltransferase/uridylyl-removing protein
PA3659	CDS			succinyldiaminopimelate transaminase
PA3660	CDS			sodium/hydrogen antiporter
PA3661	CDS			hypothetical protein
PA3662	CDS			hypothetical protein
PA3663	CDS			hypothetical protein
PA3664	CDS			hypothetical protein
PA3665	CDS			hypothetical protein
PA3666	CDS	dapD		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
PA3667	CDS			cysteine desulfurase
PA3668	CDS			hypothetical protein
PA3669	CDS			hypothetical protein
PA3670	CDS			hypothetical protein
PA3671	CDS			ABC transporter permease
PA3672	CDS			ABC transporter ATP-binding protein
PA3673	CDS	plsB	2.3.1.15	glycerol-3-phosphate acyltransferase
PA3674	CDS			hypothetical protein
PA3675	CDS			hypothetical protein
PA3676	CDS			resistance-nodulation-cell division (RND) efflux transporter
PA3677	CDS			resistance-nodulation-cell division (RND) efflux membrane fusion protein
PA3678	CDS			transcriptional regulator
PA3679	CDS			hypothetical protein
PA3680	CDS			ribosomal RNA small subunit methyltransferase J
PA3681	CDS			hypothetical protein
PA3682	CDS			hypothetical protein
PA3683	CDS			hypothetical protein
PA3684	CDS			hypothetical protein
PA3685	CDS			hypothetical protein
PA3686	CDS	adk	2.7.4.3	adenylate kinase
PA3687	CDS	ppc	4.1.1.31	phosphoenolpyruvate carboxylase
PA3688	CDS			hypothetical protein
PA3689	CDS			transcriptional regulator
PA3690	CDS			metal-transporting P-type ATPase
PA3691	CDS			hypothetical protein
PA3692	CDS	lptF		outer membrane porin F
PA3693	CDS			hypothetical protein
PA3694	CDS			hypothetical protein
PA3695	CDS			hypothetical protein
PA3696	CDS			hypothetical protein
PA3697	CDS			hypothetical protein
PA3698	CDS			hypothetical protein
PA3699	CDS			transcriptional regulator
PA3700	CDS	lysS	6.1.1.6	lysine--tRNA ligase
PA3701	CDS	prfB		peptide chain release factor 1
PA3702	CDS	wspR		two-component response regulator
PA3703	CDS	wspF	3.1.1.61	chemotaxis-specific methylesterase
PA3704	CDS	wspE		chemotaxis sensor/effector fusion protein
PA3705	CDS	wspD		hypothetical protein
PA3706	CDS	wspC		biofilm formation methyltransferase WspC
PA3707	CDS			hypothetical protein
PA3708	CDS	wspA		chemotaxis transducer
PA3709	CDS			major facilitator superfamily transporter
PA3710	CDS			GMC-type oxidoreductase
PA3711	CDS			transcriptional regulator
PA3712	CDS			hypothetical protein
PA3713	CDS	spdH		spermidine dehydrogenase SpdH
PA3714	CDS			two-component response regulator
PA3715	CDS			hypothetical protein
PA3716	CDS			hypothetical protein
PA3717	CDS			FkbP-type peptidyl-prolyl cis-trans isomerase
PA3718	CDS			major facilitator superfamily transporter
PA3719	CDS	armR		MexR antirepressor ArmR
PA3720	CDS			hypothetical protein
PA3721	CDS	nalC		transcriptional regulator
PA3722	CDS			hypothetical protein
PA3723	CDS			FMN oxidoreductase
PA3724	CDS	lasB		elastase LasB
PA3725	CDS	recJ		single-stranded-DNA-specific exonuclease RecJ
PA3726	CDS			hypothetical protein
PA3727	CDS			hypothetical protein
PA3728	CDS			hypothetical protein
PA3729	CDS			hypothetical protein
PA3730	CDS			hypothetical protein
PA3731	CDS			hypothetical protein
PA3732	CDS			hypothetical protein
PA3733	CDS			hypothetical protein
PA3733a	CDS			hypothetical protein
PA3734	CDS			hypothetical protein
PA3735	CDS	thrC	4.2.3.1	threonine synthase
PA3736	CDS	hom	1.1.1.3	homoserine dehydrogenase
PA3737	CDS	dsbC		thiol:disulfide interchange protein DsbC
PA3738	CDS	xerD		site-specific tyrosine recombinase XerD
PA3739	CDS			sodium/hydrogen antiporter
PA3740	CDS			hypothetical protein
PA3741	CDS			acyl-CoA thioesterase
PA3742	CDS	rplS		50S ribosomal protein L19
PA3743	CDS	trmD		tRNA (guanine-N(1)-)-methyltransferase
PA3744	CDS	rimM		ribosome maturation factor RimM
PA3745	CDS	rpsP		30S ribosomal protein S16
PA3746	CDS	ffh		signal recognition particle protein Ffh
PA3747	CDS			hypothetical protein
PA3748	CDS			hypothetical protein
PA3749	CDS			major facilitator superfamily transporter
PA3750	CDS			hypothetical protein
PA3751	CDS	purT		phosphoribosylglycinamide formyltransferase
PA3752	CDS			hypothetical protein
PA3753	CDS			hypothetical protein
PA3754	CDS			hypothetical protein
PA3755	CDS			hypothetical protein
PA3756	CDS			hypothetical protein
PA3757	CDS			transcriptional regulator
PA3758	CDS			N-acetylglucosamine-6-phosphate deacetylase
PA3759	CDS			aminotransferase
PA3760	CDS			N-acetyl-D-glucosamine phosphotransferase system transporter
PA3761	CDS			N-acetyl-D-glucosamine phosphotransferase system transporter
PA3762	CDS			hypothetical protein
PA3763	CDS	purL	6.3.5.3	phosphoribosylformylglycinamidine synthase
PA3764	CDS			membrane-bound lytic murein transglycosylase F
PA3765	CDS			hypothetical protein
PA3766	CDS			aromatic amino acid transporter
PA3767	CDS			hypothetical protein
PA3768	CDS			metallo-oxidoreductase
PA3769	CDS	guaA	6.3.5.2	GMP synthase
PA3770	CDS	guaB	1.1.1.205	inosine 5'-monophosphate dehydrogenase
PA3771	CDS			transcriptional regulator
PA3772	CDS			hypothetical protein
PA3773	CDS			hypothetical protein
PA3774	CDS			acetylpolyamine aminohydrolase
PA3775	CDS			hypothetical protein
PA3776	CDS			transcriptional regulator
PA3777	CDS	xseA	3.1.11.6	exodeoxyribonuclease VII large subunit
PA3778	CDS			transcriptional regulator
PA3779	CDS			hypothetical protein
PA3780	CDS			hypothetical protein
PA3781	CDS			transporter
PA3782	CDS			transcriptional regulator
PA3783	CDS			hypothetical protein
PA3784	CDS			hypothetical protein
PA3785	CDS			hypothetical protein
PA3786	CDS			hypothetical protein
PA3787	CDS			hypothetical protein
PA3788	CDS			hypothetical protein
PA3789	CDS			hypothetical protein
PA3790	CDS	oprC		copper transport outer membrane porin OprC
PA3791	CDS			hypothetical protein
PA3792	CDS	leuA	2.3.3.13	2-isopropylmalate synthase
PA3793	CDS			hypothetical protein
PA3794	CDS			hypothetical protein
PA3795	CDS			oxidoreductase
PA3796	CDS			hypothetical protein
PA3797	CDS			hypothetical protein
PA3798	CDS			aminotransferase
PA3799	CDS			GTPase Der
PA3800	CDS			outer membrane protein assembly factor BamB
PA3801	CDS			hypothetical protein
PA3802	CDS	hisS	6.1.1.21	histidine--tRNA ligase
PA3803	CDS	gcpE	1.17.7.1	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
PA3804	CDS			hypothetical protein
PA3805	CDS	pilF		type 4 fimbrial biogenesis protein PilF
PA3806	CDS			23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
PA3807	CDS	ndk	2.7.4.6	nucleoside diphosphate kinase
PA3808	CDS			hypothetical protein
PA3809	CDS	fdx2		(2Fe-2S) ferredoxin
PA3810	CDS	hscA		chaperone protein HscA
PA3811	CDS	hscB		co-chaperone HscB
PA3812	CDS	iscA		iron-binding protein IscA
PA3813	CDS	iscU		scaffold protein
PA3814	CDS	iscS	2.8.1.7	cysteine desulfurase
PA3815	CDS	iscR		HTH-type transcriptional regulator
PA3816	CDS	cysE		O-acetylserine synthase
PA3817	CDS			methyltransferase
PA3818	CDS			type III secretion system regulator SuhB
PA3819	CDS			hypothetical protein
PA3820	CDS	secF		preprotein translocase subunit SecF
PA3821	CDS	secD		preprotein translocase subunit SecD
PA3822	CDS			preprotein translocase subunit YajC
PA3823	CDS	tgt	2.4.2.29	queuine tRNA-ribosyltransferase
PA3824	CDS	queA	5.-.-.-	S-adenosylmethionine--tRNA ribosyltransferase-isomerase
PA3824.1	tRNA			tRNA-Leu
PA3825	CDS			hypothetical protein
PA3826	CDS			hypothetical protein
PA3827	CDS			hypothetical protein
PA3828	CDS			hypothetical protein
PA3829	CDS			hypothetical protein
PA3830	CDS			transcriptional regulator
PA3831	CDS	pepA	3.4.11.1	leucyl aminopeptidase
PA3832	CDS	holC		DNA polymerase III subunit chi
PA3833	CDS			hypothetical protein
PA3834	CDS	valS	6.1.1.9	valine--tRNA ligase
PA3835	CDS			hypothetical protein
PA3836	CDS			hypothetical protein
PA3837	CDS			ABC transporter permease
PA3838	CDS			ABC transporter ATP-binding protein
PA3839	CDS			sodium:sulfate symporter
PA3840	CDS			SAM-dependent methyltransferase
PA3841	CDS	exoS		exoenzyme S
PA3842	CDS			chaperone
PA3844	CDS			hypothetical protein
PA3845	CDS			transcriptional regulator
PA3846	CDS			hypothetical protein
PA3847	CDS			hypothetical protein
PA3848	CDS			hypothetical protein
PA3849	CDS			nucleoid-associated protein NdpA
PA3850	CDS			hypothetical protein
PA3851	CDS			hypothetical protein
PA3852	CDS			hypothetical protein
PA3853	CDS			transferase
PA3854	CDS			GIY-YIG nuclease superfamily protein
PA3855	CDS			hypothetical protein
PA3856	CDS			hypothetical protein
PA3857	CDS	pcs		phosphatidylcholine synthase
PA3858	CDS			amino acid-binding protein
PA3859	CDS			carboxylesterase
PA3860	CDS			acyl-CoA synthetase
PA3861	CDS	rhl		ATP-dependent RNA helicase RhlB
PA3862	CDS	dauB		NAD(P)H-dependent anabolic L-arginine dehydrogenase DauB
PA3863	CDS	dauA		FAD-dependent catabolic D-arginine dehydrogenase DauA
PA3864	CDS	dauR		transcriptional regulator
PA3865	CDS			amino acid binding protein
PA3865a	CDS			hypothetical protein
PA3866	CDS			pyocin protein
PA3867	CDS			DNA invertase
PA3868	CDS			hypothetical protein
PA3869	CDS			hypothetical protein
PA3870	CDS	moaA1		molybdenum cofactor biosynthesis protein A
PA3871	CDS			PpiC-type peptidyl-prolyl cis-trans isomerase
PA3872	CDS	narI		respiratory nitrate reductase subunit gamma
PA3873	CDS	narJ		respiratory nitrate reductase subunit delta
PA3874	CDS	narH		respiratory nitrate reductase subunit beta
PA3875	CDS	narG		respiratory nitrate reductase subunit alpha
PA3876	CDS	narK2		nitrite extrusion protein 2
PA3877	CDS	narK1		nitrite extrusion protein 1
PA3878	CDS	narX		two-component sensor NarX
PA3879	CDS	narL		transcriptional regulator NarL
PA3880	CDS			hypothetical protein
PA3881	CDS			hypothetical protein
PA3882	CDS			hypothetical protein
PA3883	CDS			short-chain dehydrogenase
PA3884	CDS			hypothetical protein
PA3885	CDS	tpbA		protein tyrosine phosphatase TpbA
PA3886	CDS			hypothetical protein
PA3886a	CDS			hypothetical protein
PA3887	CDS	nhaP		Na+/H+ antiporter NhaP
PA3888	CDS			ABC transporter permease
PA3889	CDS			ABC transporter
PA3890	CDS			ABC transporter permease
PA3891	CDS			ABC transporter ATP-binding protein
PA3892	CDS			hypothetical protein
PA3893	CDS			hypothetical protein
PA3894	CDS			hypothetical protein
PA3895	CDS			transcriptional regulator
PA3896	CDS			2-hydroxyacid dehydrogenase
PA3897	CDS			hypothetical protein
PA3898	CDS			transcriptional regulator
PA3899	CDS			RNA polymerase sigma factor
PA3900	CDS			transmembrane sensor
PA3901	CDS	fecA		Fe(III) dicitrate transporter FecA
PA3902	CDS			hypothetical protein
PA3903	CDS	prfC		peptide chain release factor 3
PA3904	CDS			hypothetical protein
PA3905	CDS			hypothetical protein
PA3906	CDS			hypothetical protein
PA3907	CDS			hypothetical protein
PA3908	CDS			hypothetical protein
PA3909	CDS	eddB		extracelullar DNA degradation protein EddB
PA3910	CDS	eddA		extracelullar DNA degradation protein EddA
PA3911	CDS			hypothetical protein
PA3912	CDS			hypothetical protein
PA3913	CDS			protease
PA3914	CDS	moeA1		molybdenum cofactor biosynthesis protein A
PA3915	CDS	moaB1		molybdopterin biosynthesis protein B
PA3916	CDS	moaE		molybdopterin converting factor large subunit
PA3917	CDS	moaD		molybdopterin converting factor small subunit
PA3918	CDS	moaC		molybdenum cofactor biosynthesis protein MoaC
PA3919	CDS			hypothetical protein
PA3920	CDS			metal transporting P-type ATPase
PA3921	CDS			transcriptional regulator
PA3922	CDS			hypothetical protein
PA3923	CDS			hypothetical protein
PA3924	CDS			long-chain-fatty-acid--CoA ligase
PA3925	CDS			acyl-CoA thiolase
PA3926	CDS			major facilitator superfamily transporter
PA3927	CDS			transcriptional regulator
PA3928	CDS			hypothetical protein
PA3929	CDS	cioB		cyanide insensitive terminal oxidase
PA3930	CDS	cioA		cyanide insensitive terminal oxidase
PA3931	CDS			hypothetical protein
PA3932	CDS			transcriptional regulator
PA3933	CDS			choline transporter
PA3934	CDS			hypothetical protein
PA3935	CDS	tauD	1.14.11.17	taurine dioxygenase
PA3936	CDS			taurine ABC transporter permease
PA3937	CDS			taurine ABC transporter ATP-binding protein
PA3938	CDS			taurine-binding protein
PA3939	CDS			hypothetical protein
PA3940	CDS			DNA binding protein
PA3941	CDS			hypothetical protein
PA3942	CDS	tesB		acyl-CoA thioesterase II
PA3943	CDS			hypothetical protein
